관광지명,음식점명,URL
연산군묘,북청생고기,https://www.google.com/maps/place/%EB%B6%81%EC%B2%AD%EC%83%9D%EA%B3%A0%EA%B8%B0/data=!4m7!3m6!1s0x357cbebca17b9cb9:0x35d52ae849288fc4!8m2!3d37.6626161!4d127.0208889!16s%2Fg%2F1q5bthfcx!19sChIJuZx7oby-fDURxI8oSegq1TU?authuser=0&hl=ko&rclk=1
연산군묘,원주추어탕,https://www.google.com/maps/place/%EC%9B%90%EC%A3%BC%EC%B6%94%EC%96%B4%ED%83%95/data=!4m7!3m6!1s0x357cbebb42be061d:0xc7a8d62e81281533!8m2!3d37.6612207!4d127.0246557!16s%2Fg%2F1tfrdqch!19sChIJHQa-Qru-fDURMxUogS7WqMc?authuser=0&hl=ko&rclk=1
연산군묘,하노이빈방학점,https://www.google.com/maps/place/%ED%95%98%EB%85%B8%EC%9D%B4%EB%B9%88%EB%B0%A9%ED%95%99%EC%A0%90/data=!4m7!3m6!1s0x357cbebb78799025:0x3d131befcf182a74!8m2!3d37.6621047!4d127.0244166!16s%2Fg%2F11f64dqklx!19sChIJJZB5eLu-fDURdCoYz-8bEz0?authuser=0&hl=ko&rclk=1
연산군묘,리우브라질,https://www.google.com/maps/place/%EB%A6%AC%EC%9A%B0%EB%B8%8C%EB%9D%BC%EC%A7%88/data=!4m7!3m6!1s0x357cb931e667e39d:0x3a8f58800ea60577!8m2!3d37.6603413!4d127.0242703!16s%2Fg%2F11ghrgsygz!19sChIJneNn5jG5fDURdwWmDoBYjzo?authuser=0&hl=ko&rclk=1
연산군묘,세종가든,https://www.google.com/maps/place/%EC%84%B8%EC%A2%85%EA%B0%80%EB%93%A0/data=!4m7!3m6!1s0x357cbebc927cf93f:0x5cc350d7fdfe5295!8m2!3d37.6621628!4d127.0230735!16s%2Fg%2F1tmqd4vr!19sChIJP_l8kry-fDURlVL-_ddQw1w?authuser=0&hl=ko&rclk=1
평화문화진지,인디얼소울,https://www.google.com/maps/place/%EC%9D%B8%EB%94%94%EC%96%BC%EC%86%8C%EC%9A%B8/data=!4m7!3m6!1s0x357cb98ca7a8db01:0x2bee5dfdf3199155!8m2!3d37.6881288!4d127.0439464!16s%2Fg%2F11fl9hnkpg!19sChIJAduop4y5fDURVZEZ8_1d7is?authuser=0&hl=ko&rclk=1
평화문화진지,전라도옛맛손팥칼국수,https://www.google.com/maps/place/%EC%A0%84%EB%9D%BC%EB%8F%84%EC%98%9B%EB%A7%9B%EC%86%90%ED%8C%A5%EC%B9%BC%EA%B5%AD%EC%88%98/data=!4m7!3m6!1s0x357cb8d250a7f02b:0x5d51def279460793!8m2!3d37.6884958!4d127.0430981!16s%2Fg%2F11g0kjfbw5!19sChIJK_CnUNK4fDURkwdGefLeUV0?authuser=0&hl=ko&rclk=1
평화문화진지,장가네 홍천한우 정육식당,https://www.google.com/maps/place/%EC%9E%A5%EA%B0%80%EB%84%A4+%ED%99%8D%EC%B2%9C%ED%95%9C%EC%9A%B0+%EC%A0%95%EC%9C%A1%EC%8B%9D%EB%8B%B9/data=!4m7!3m6!1s0x357cb8d2465b4c0b:0x76d6c79c0b614c92!8m2!3d37.6883387!4d127.0438325!16s%2Fg%2F11ghrgvcyg!19sChIJC0xbRtK4fDURkkxhC5zH1nY?authuser=0&hl=ko&rclk=1
평화문화진지,도토리마을,https://www.google.com/maps/place/%EB%8F%84%ED%86%A0%EB%A6%AC%EB%A7%88%EC%9D%84/data=!4m7!3m6!1s0x357cb8d3a5345ddd:0x4106a4fd5593266!8m2!3d37.6872626!4d127.0434279!16s%2Fg%2F1thptsm_!19sChIJ3V00pdO4fDURZjJZ1U9qEAQ?authuser=0&hl=ko&rclk=1
평화문화진지,콩사랑두부,https://www.google.com/maps/place/%EC%BD%A9%EC%82%AC%EB%9E%91%EB%91%90%EB%B6%80/data=!4m7!3m6!1s0x357cbf2ba8958129:0xaf5220c62dad1971!8m2!3d37.6877989!4d127.042432!16s%2Fg%2F1tlnbcnv!19sChIJKYGVqCu_fDURcRmtLcYgUq8?authuser=0&hl=ko&rclk=1
